STATEFP10,COUNTYFP10,TRACTCE10,BLOCKCE10,GEOID10,ALAND10_x,INTPTLAT10,INTPTLON10,wkt_geom,block_grp,total_pop,percent_wh,per_bipoc,med_hh_inc,med_err,ag_hh_inc,ag_err,SPA,SPANM,MUNI_ID,MUNI_NAME,gr_shrub,bare_soil,water_1,building,roads,paved,cc_veg,cc_build,cc_roads,cc_paved,scene_c_L8,all_pix,tree_pix,non_tree,imp_sum,canopy_per,grass_per,build_per,imp_per,area_hec,pop_dens,area_id,residentia,industrial,161010L7,180704L8,170802L8,180501L8,170718L7,160925L8,180806L7,170717L8,160612L8,160824L8,170702L7,160519L7,161019L7,160808L8,160723L8,170624L8,170803L7,170507L8,160621L8,180517L8,160417L7,170523L8,160823L7,160527L8,160807L7,170616L7,170709L7,160916L8,170515L7,181009L7,180525L7,180713L8,170826L7,160418L8,180805L8,170904L7,171022L7,181016L7,170920L7,180407L7,161010L7_C,180704L8_C,170802L8_C,180501L8_C,170718L7_C,160925L8_C,180806L7_C,170717L8_C,160612L8_C,160824L8_C,170702L7_C,160519L7_C,161019L7_C,160808L8_C,160723L8_C,170624L8_C,170803L7_C,170507L8_C,160621L8_C,180517L8_C,160417L7_C,170523L8_C,160823L7_C,160527L8_C,160807L7_C,170616L7_C,170709L7_C,160916L8_C,170515L7_C,181009L7_C,180525L7_C,180713L8_C,170826L7_C,160418L8_C,180805L8_C,170904L7_C,171022L7_C,181016L7_C,170920L7_C,180407L7_C,avg_pix_co,scene_co,max_pix_co,lst_avg,scene_co_p,avg_pix_p,ndvi_avg,grass_sqrt,ndvi_cvA_O,ndvi_cvJ_A,ndvi_res,lst_res,t_quality,cqq,grade,Shape_Leng,Shape_Area,elev_m_mea
39,035,123100,1016,390351231001016,73744.0,+41.4671063,-081.8008515,"MultiPolygon (((-81.80300199999999222 41.46787399999999479, -81.80302299999999605 41.46800199999999847, -81.80303599999999165 41.46851300000000151, -81.80056700000000092 41.46850999999999487, -81.8005849999999981 41.46792299999999898, -81.800506999999996",390351231001,164.0,0.774390244,0.225609756,53720.0,7174,37255500,8532309,01,Kamm's,46.0,Cleveland,252484.0,0.0,0.0,153817.0,67476.0,187232.0,88485.0,10489.0,9367.0,24338.0,0.947368421052632,793688.0,132679.0,661009.0,254708.0,0.167167703178,0.381967567763828,0.232700311190922,0.38533212104525,7.3744,22.2390974181,437.0,1.0,0.0,0.538013979271838,0.511465038863138,0.459084617791789,0.404723757092385,0.514618379873694,0.518300786570749,,0.515018409697211,0.463623181915261,0.487451295505598,0.506201518177879,0.490525939945393,0.521858221246886,0.421152762340068,0.432506782116734,0.497921249124626,,0.496355857087251,0.470345851975707,0.504886078757058,0.429721410275394,,0.490772378616078,0.505527276612777,0.415425392082528,0.482554340609825,,0.527513830892715,0.492728041889559,0.53860960270432,0.500234702032859,0.49689033700071,0.475077954886303,0.416062660313619,0.528833130733128,0.448056974329476,0.495109763278894,0.541373284238796,,,108,108,2,108,47,108,0,108,108,108,66,108,108,108,108,108,0,108,108,12,108,0,35,108,108,103,0,108,108,105,108,108,108,108,59,30,108,108,0,0,92.91176470588235,34,108.0,37.8433831894,0.85,0.860294117647059,0.48362206913,6.18035247995,0.0787094321143,0.069756739493952,0.000222367611511,0.543843344886,1.02199791922,-0.231116676877,C,0.0126216474858,7.948170864e-06,227.55555555555554
39,035,123200,3007,390351232003007,37563.0,+41.4650620,-081.7969841,"MultiPolygon (((-81.79507099999999298 41.46405199999999525, -81.79525499999999738 41.46410600000000102, -81.79717899999999986 41.46476399999999529, -81.79736299999999005 41.46474399999999605, -81.79760399999999265 41.46460799999999836, -81.79926999999999",390351232003,134.0,0.835820896,0.164179104,52917.0,8575,23851700,6851248,01,Kamm's,46.0,Cleveland,95765.0,0.0,0.0,66782.0,25465.0,66454.0,88327.0,19240.0,19209.0,23073.0,0.947368421052632,404315.00000000006,149849.0,254466.0,91919.0,0.370624389399,0.376337113799093,0.262439775844317,0.36122311035659,3.7563,35.6734020179,436.0,1.0,0.0,0.598527089869081,0.605754388580279,0.581278352453914,0.387576827671712,,0.607781164232054,,0.436147453467015,0.56829454898369,0.58909026579579,0.440798046523121,0.548813247904513,0.557877163768693,0.553024458828314,0.556187379733218,0.595441876514383,,0.553338020919567,0.590093404508557,0.443304159988929,0.418010930269946,,0.571773733744734,0.607307068879275,0.538334426501852,0.564135738512244,,0.618965377485031,0.557014846183869,0.590825307682783,0.577498861940776,0.590358746907042,0.563258347095354,0.392971082760143,0.632768719557428,0.528295221062269,0.53776600223998,0.606799736171129,,,57,57,29,57,0,57,0,57,57,57,52,57,54,57,57,57,0,57,57,32,57,0,41,57,57,7,0,57,57,57,57,57,57,57,44,57,57,57,0,0,52.75757575757576,33,57.0,36.3330833017,0.825,0.925571504518873,0.554101333999,6.13463213077,0.122217084234,0.094393398898183,-0.02533474723,1.39847561785,-1.95547370049,0.17414153294,B,0.0108848078574,4.048449018e-06,231.5
39,035,123400,2003,390351234002003,87929.0,+41.4525132,-081.8116716,"MultiPolygon (((-81.81044500000000141 41.45128199999999907, -81.81161899999999321 41.45107300000000095, -81.81245899999998983 41.45093999999999568, -81.81318100000000015 41.45078799999999575, -81.81325999999999965 41.45115200000000044, -81.81325999999999",390351234002,113.0,0.840707965,0.159292035,32361.0,19337,19613400,6274101,01,Kamm's,46.0,Cleveland,206204.0,0.0,0.0,198440.0,58093.0,341222.0,90030.0,13072.0,7825.0,31465.0,0.894736842105263,946351.0,142392.0,803959.0,399315.00000000006,0.150464256919,0.256485716311404,0.246828507423886,0.49668577626471,8.7929,12.8512777354,440.0,1.0,0.0,0.419366405678232,0.421998892618009,0.113508196408192,0.306266887637106,0.444090595369087,0.426760547198762,,0.423720385152452,0.401553248643834,0.401774423719294,0.323799537591708,0.401571831351481,0.445050172132618,0.350538915506732,0.374420449919214,0.396455550563312,,0.399548495520526,0.387448750626992,0.442894333859604,0.352908081749169,,0.417540746788217,0.412924952252099,0.341184817436618,0.411437021392247,0.504810942393165,0.406207352481526,0.265777580814707,0.288024421002061,0.421872152390012,0.410917167610491,0.423087520360485,0.322686212175049,,0.530367069044144,0.402426525949561,0.447338196216638,,,109,127,1,127,126,127,0,127,127,127,65,123,125,127,127,127,0,127,127,41,127,0,121,127,112,127,14,127,43,31,127,127,121,127,0,4,120,127,0,0,104.97058823529412,34,127.0,38.7762170962,0.85,0.826540064844836,0.391202902394,5.06444188743,0.188758643376,0.21126651974431,-0.0300990945691,0.398920482281,-3.40143867325,-1.04241366424,A,0.0126256622988,9.475015288e-06,232.83333333333334
39,035,123603,1005,390351236031005,94215.0,+41.4478794,-081.8046670,"MultiPolygon (((-81.80146499999999321 41.44911199999999951, -81.80149099999999862 41.44808799999999849, -81.80198500000000195 41.4480569999999986, -81.802275999999992 41.44794699999999921, -81.80244600000000332 41.44778300000000115, -81.80256699999999626",390351236031,190.0,0.952631579,0.047368421,41750.0,33701,14103000,3893721,01,Kamm's,46.0,Cleveland,375884.99999999994,7160.0,0.0,115097.0,79363.0,178642.0,194860.0,19486.0,13182.0,30413.0,0.894736842105263,1014088.0,257941.0,756147.0,258005.0,0.25435760999,0.497105721506532,0.152215111611896,0.341210108616446,9.4215,20.1666401316,11315.0,0.0,1.0,0.626825206585265,0.635446208902792,0.601657345828378,0.49288128439974,0.503125828978361,0.617488917893931,,0.63951932407823,0.625561982556,0.604071750309973,0.594025958298746,0.584254750471493,0.607508707293456,0.535138990532098,0.540830551286442,0.613824635416217,0.450156422824075,0.604576294232763,0.599978569516122,0.604562669485996,0.513992308616599,,0.610364086643456,0.635187971666681,0.521489288514521,0.544708759433496,0.580811626807531,0.616441788160573,0.570942180294095,0.586410600945261,0.61869423046709,0.605611245154869,0.563783428236764,0.494264425874015,,0.533731960407277,0.560523675931714,0.646132461367809,,,138,138,138,138,11,138,0,138,138,138,125,138,86,138,138,138,32,138,138,12,102,0,93,138,138,34,89,138,134,138,106,138,138,138,0,134,96,108,0,0,116.0,35,138.0,36.6628338897,0.875,0.840579710144927,0.5803167161,7.05057246971,0.0847704816135,0.088342383691664,0.00964140523269,1.36954068897,0.432017624873,0.056892848811,,0.0165822386465,1.0151625549e-05,237.08333333333334
39,035,123200,1008,390351232001008,34530.0,+41.4580156,-081.8022471,"MultiPolygon (((-81.80057399999999745 41.45718499999999551, -81.80135199999999429 41.45642000000000138, -81.80174099999999271 41.45662099999999839, -81.80198399999999026 41.45683899999999511, -81.80357099999999093 41.4588019999999986, -81.803621999999990",390351232001,127.0,0.921259843,0.078740157,60469.0,14533,37448300,6437639,01,Kamm's,46.0,Cleveland,100906.0,0.0,0.0,79675.0,29515.0,80541.0,50535.0,6644.0,11567.0,12267.0,0.842105263157895,371650.0,81013.0,290637.0,110056.0,0.217981972286,0.34718910531006,0.274139218337651,0.378671676352288,3.453,36.7796119317,439.0,1.0,0.0,0.535234511495755,0.538741959421922,,0.36732973990727,0.486989090038978,0.520266463903737,,0.511382033664406,0.509783143801971,0.492825463354157,0.288364794191428,0.485519477620732,0.516923761872394,0.454435951915347,0.465477131259023,0.507888991105826,,0.492551916459468,0.489388602803731,0.421033161872262,0.392136958094107,,0.4846155949761,0.514863347324497,0.445669762924326,0.492232022686564,,0.519484638693609,0.489445220951249,0.523356589472483,0.501927316231732,0.510714576868082,0.489786406087379,0.371953228859913,,0.458742499824984,0.476260632978876,0.54482138317107,,,52,52,0,52,16,52,0,52,52,52,8,52,52,52,52,52,0,52,52,14,52,0,18,52,52,41,0,52,52,52,52,52,52,52,0,24,52,52,0,0,46.03125,32,52.0,37.9087669332,0.8,0.885216346153846,0.477578372316,5.89227549687,0.117563328325,0.120353188945804,-0.0209357934348,1.01001523498,-1.32786401063,-0.397621288158,A,0.00921455450031,3.721201551e-06,233.2
39,035,123400,3005,390351234003005,15870.0,+41.4519123,-081.8142739,"MultiPolygon (((-81.81322000000000116 41.45236200000000082, -81.81325999999999965 41.45166299999999637, -81.81529799999999852 41.4512849999999986, -81.81503499999999462 41.4523889999999966, -81.81322000000000116 41.45236200000000082)))",390351234003,67.0,0.985074627,0.014925373,78750.0,10650,34236000,11460808,01,Kamm's,46.0,Cleveland,41458.0,0.0,0.0,41247.0,15182.0,40137.0,19932.0,1871.0,7613.0,3378.0,0.894736842105263,170818.0,32794.0,138024.0,55319.0,0.191982109614,0.300368051932997,0.298839332290037,0.400792615776966,1.587,42.2180214241,440.0,1.0,0.0,0.497835161672287,0.492746594819269,0.396493435769583,0.348569745635813,0.482603607626829,0.492677452652709,,0.458948931181396,0.490195064937351,0.476778292837522,,0.471297878332783,0.423317796201796,0.440609758800676,0.450679574469522,0.487597485973721,,0.478873158520359,0.473534800084881,0.378222265065403,0.373287459715753,,0.487409004754438,0.504851913386901,0.422157908806399,0.455983639461726,,0.4900036619828,0.472549642099038,0.467614191127118,0.471267265074792,0.47067044247882,0.468907237578085,0.352252997353558,,,0.435533097441745,0.495712522354234,,,23,23,7,23,23,23,0,23,23,23,0,23,23,23,23,23,0,23,23,22,23,0,21,23,23,23,0,23,23,19,23,23,23,23,0,0,23,23,0,0,22.258064516129032,31,23.0,38.407321003,0.775,0.967741935483871,0.460984531764,5.48058438429,0.0962468205097,0.058799393391929,-0.00431283356143,0.820929827537,0.0701526228442,-0.279812280573,A,0.00572298622403,1.710147285e-06,231.0
39,035,123400,2005,390351234002005,31542.0,+41.4543027,-081.8046550,"MultiPolygon (((-81.80305400000000304 41.45483499999999566, -81.80372199999999339 41.45418099999999839, -81.80499299999999607 41.4530109999999965, -81.8056749999999937 41.45363100000000145, -81.80563899999999933 41.45510600000000068, -81.8036129999999985",390351234002,119.0,0.798319328,0.201680672,32361.0,19337,19613400,6274101,01,Kamm's,46.0,Cleveland,74245.0,0.0,0.0,54400.0,33422.0,83456.0,63837.0,8012.0,6003.0,16116.0,0.842105263157895,339491.00000000006,93968.0,245523.0,116878.0,0.276790842762,0.302395294941818,0.221567836821805,0.476036868236377,3.1542,37.7274744785,441.0,1.0,0.0,0.579243864406333,,,0.368487682640027,0.488846983050999,0.583361313058083,,0.597240312528618,0.597068769639423,0.572421019481025,,0.533676588777012,,0.540988144473558,0.543298711116171,0.597356330264144,,0.550739186676889,0.584320087704009,0.438824268734787,0.385286907562007,,0.558856071207075,0.5844217741344,0.509172539134553,0.588385824823711,0.399613643954268,0.57920921201123,0.602150677368984,0.573728089864619,0.551977216490184,0.580952246550249,0.549327225385641,0.391126131269844,,0.515441480765845,,0.601089077373712,,,27,0,0,44,43,44,0,44,44,44,0,22,0,44,44,44,0,44,44,26,6,0,44,44,28,11,1,44,12,21,20,44,21,44,0,44,0,17,0,0,33.06896551724138,29,44.0,36.547382685,0.725,0.751567398119122,0.542339054582,5.49904805345,0.133054841975,0.099516475321956,0.0330028269585,0.041078104123,0.78548477205,0.215210919212,B,0.00769594259878,3.398964046e-06,238.0
39,035,123200,1007,390351232001007,29859.0,+41.4585484,-081.8012876,"MultiPolygon (((-81.79996500000000026 41.45776800000000151, -81.80025799999999947 41.45747699999999725, -81.80057399999999745 41.45718499999999551, -81.80108400000000302 41.45745900000000006, -81.80132700000000057 41.45767699999999678, -81.80283500000000",390351232001,121.0,0.884297521,0.115702479,60469.0,14533,37448300,6437639,01,Kamm's,46.0,Cleveland,90685.0,0.0,0.0,69559.0,21600.0,74895.0,38978.0,5640.0,10502.0,9529.0,0.842105263157895,321388.0,64649.0,256739.0,96495.0,0.201155612531,0.353218638383728,0.270932737137716,0.375848624478556,2.9859,40.5237951706,439.0,1.0,0.0,0.51873343028011,0.523036193432956,,0.362281688625698,0.490244343175614,0.502785531304236,,0.516725063091014,0.505039941505371,0.48226067885541,0.276990213571708,0.488952701547519,0.502179977688991,0.435435272233841,0.450368366516815,0.494317598199449,,0.492389069011159,0.4797345258145,0.42506656791916,0.388250739901321,,0.5157851633901,0.508163600474717,0.44614943321131,0.477386807116533,,0.505687646740675,0.486232655065015,0.51807305317032,0.501386610712129,0.503090211871073,0.485986894851589,0.364439212185786,,0.422362018702359,0.473266656579363,0.532658321948395,,,44,44,0,44,9,44,0,44,44,44,6,44,44,44,44,44,0,44,44,13,44,0,21,44,44,44,0,44,44,44,44,44,44,44,0,7,44,44,0,0,38.875,32,44.0,37.6419308305,0.8,0.883522727272727,0.471114351878,5.94321998906,0.120331791369,0.126950058171418,-0.0207399847081,0.600277831709,-1.06011645753,-0.427553002564,A,0.00822912995526,3.217805355e-06,233.75
39,035,123200,2027,390351232002027,18387.0,+41.4664179,-081.7892820,"MultiPolygon (((-81.78874100000000169 41.46554599999999624, -81.78929899999999975 41.46555699999999689, -81.78988599999999565 41.46555699999999689, -81.78985699999999781 41.46645699999999835, -81.78981600000000185 41.46729200000000048, -81.78867599999999",390351232002,63.0,0.698412698,0.301587302,50893.0,19667,30641300,5717927,01,Kamm's,46.0,Cleveland,71010.0,0.0,0.0,31589.0,17788.0,38072.0,27343.0,2475.0,6069.0,3568.0,0.894736842105263,197914.0,39455.0,158459.0,55860.0,0.199354264984,0.448128537981434,0.199351251743353,0.352520210275213,1.8387,34.2633382281,11315.0,0.0,1.0,0.541150972505953,0.568700743241542,0.531131597591304,0.413943940155096,0.535815306423464,0.556303054929041,0.497779159539672,0.549702696606573,0.52861485854436,0.533862249138978,0.494621625383967,0.534255841034291,0.520300326844483,0.471572127230426,0.48658207441574,0.527670812639727,,0.527239218978378,0.532270306235138,0.415407251299723,0.445111119298837,,0.52615572447966,0.576157461204232,0.479959637972967,0.50977645872079,,0.563021365881948,0.519579238524213,0.558116117193266,0.533955967405298,0.547972538347663,0.505519814105671,0.434009621785806,,,0.503801538157069,0.565867715726888,,,32,32,32,32,32,32,31,22,32,32,32,32,32,32,32,32,0,32,32,31,32,0,28,32,32,32,0,32,24,20,32,32,32,32,0,0,32,32,0,0,30.909090909090914,33,32.0,35.7843117586,0.825,0.965909090909091,0.517983502693,6.69424034511,0.0819009758791,0.051476957652039,-0.00774790732453,-0.586713424586,1.62259934552,0.0116106267615,,0.00574995721299,1.981789797e-06,231.5
39,035,123200,2038,390351232002038,18601.0,+41.4636406,-081.7934396,"MultiPolygon (((-81.79220300000000066 41.46403499999999553, -81.79221400000000131 41.46321199999999862, -81.79469100000000026 41.46325999999999823, -81.79467799999999045 41.46405599999999936, -81.79220300000000066 41.46403499999999553)))",390351232002,55.0,1,0.0,50893.0,19667,30641300,5717927,01,Kamm's,46.0,Cleveland,56959.0,0.0,0.0,40313.0,24622.0,54173.0,15400.0,3294.0,1922.0,3580.0,0.947368421052632,200263.0,24196.0,176067.0,78795.0,0.120821120227,0.323507528384081,0.228963973941738,0.447528497674181,1.8601,29.5683027794,437.0,1.0,0.0,0.499475228544894,0.486159230184444,0.451282769591138,0.378457826454472,,0.46996002060489,,0.482681843178035,0.455469897872631,0.452452413326428,0.371853975183188,0.485518851509979,0.499204598930953,0.402101814798812,0.419814292680592,0.461528015927884,,0.472092364895204,0.452212562983243,0.383692867661634,0.415608462631236,,0.461572386771703,0.492370687435399,0.411546869643527,,,0.467264146324935,0.468032578360199,0.488118840666944,0.463490727764298,0.472972852292118,0.454543239390069,0.396380460223243,0.547348042076049,0.42513550304016,0.400897150656956,0.498318547569021,,,30,30,30,30,0,30,0,30,30,30,27,30,4,30,30,30,0,30,30,26,30,0,30,30,30,0,0,30,30,30,25,30,30,30,9,30,13,27,0,0,27.53125,32,30.0,37.0797718903,0.8,0.917708333333333,0.451582231198,5.68777222104,0.0915606746858,0.09045193342981,0.0211309208156,-1.13324479891,2.7338495925,-0.151156679908,C,0.00657172184222,2.004730342e-06,233.0
